Date,Region, Median.Sales.Price ,Homes.Sold,New.Listings,Inventory,Days.on.Market,Average.Sale.To.List,Unrate,T10Y,M30Y, UMCSENT , Sold.Inventory.Ratio ,Market.Type
16-Mar,"Washington, DC metro area",360000,5309,10384,15558,47,98.7,5,1.01,3.69,91,34.12,Seller
16-Apr,"Washington, DC metro area",372000,6336,10849,17290,24,99,5.1,1.04,3.61,89,36.65,Seller
16-May,"Washington, DC metro area",385000,7259,9134,17513,20,99.2,4.8,0.99,3.6,94.7,41.45,Seller
16-Jun,"Washington, DC metro area",391000,8156,8614,17507,22,99.2,4.9,0.91,3.57,93.5,46.59,Seller
16-Jul,"Washington, DC metro area",380000,6940,7565,17208,27,99.1,4.8,0.83,3.44,90,40.33,Seller
16-Aug,"Washington, DC metro area",373000,7112,6777,16444,32,98.9,4.9,0.82,3.44,89.8,43.25,Seller
16-Sep,"Washington, DC metro area",363000,6049,7280,16603,35,98.9,5,0.86,3.46,91.2,36.43,Seller
16-Oct,"Washington, DC metro area",360000,5517,6113,15556,36,98.8,4.9,0.92,3.47,87.2,35.47,Seller
16-Nov,"Washington, DC metro area",370000,5283,4910,13896,36,98.7,4.7,1.16,3.77,93.8,38.02,Seller
16-Dec,"Washington, DC metro area",372000,5585,3804,12041,43,98.8,4.7,1.3,4.2,98.2,46.38,Seller
17-Jan,"Washington, DC metro area",357000,4130,5414,11410,49,98.6,4.7,1.23,4.15,98.5,36.2,Seller
17-Feb,"Washington, DC metro area",360000,4372,7213,12068,46,98.8,4.6,1.22,4.17,96.3,36.23,Seller
17-Mar,"Washington, DC metro area",370000,6158,10432,13707,27,99,4.4,1.17,4.2,96.9,44.93,Seller
17-Apr,"Washington, DC metro area",390000,6417,9783,14888,17,99.4,4.4,1.06,4.05,97,43.1,Seller
17-May,"Washington, DC metro area",400000,7902,9950,15406,16,99.4,4.4,1,4.01,97.1,51.29,Seller
17-Jun,"Washington, DC metro area",405000,8667,9448,15975,18,99.3,4.3,0.84,3.9,95,54.25,Seller
17-Jul,"Washington, DC metro area",395000,7388,7649,15807,21,99.2,4.3,0.95,3.97,93.4,46.74,Seller
17-Aug,"Washington, DC metro area",386000,7148,7306,15373,27,99.1,4.4,0.87,3.88,96.8,46.5,Seller
17-Sep,"Washington, DC metro area",368000,5800,7627,15808,29,99,4.3,0.82,3.81,95.1,36.69,Seller
17-Oct,"Washington, DC metro area",378000,6029,6645,14882,28,99.1,4.2,0.81,3.9,100.7,40.51,Seller
17-Nov,"Washington, DC metro area",385000,5547,5011,13092,32,98.9,4.2,0.66,3.92,98.5,42.37,Seller
17-Dec,"Washington, DC metro area",385000,5478,3405,11016,39,98.9,4.1,0.56,3.95,95.9,49.73,Seller
18-Jan,"Washington, DC metro area",364000,4108,5289,10190,43,98.8,4,0.55,4.03,95.7,40.31,Seller
18-Feb,"Washington, DC metro area",375000,4382,6745,10621,43,99,4.1,0.68,4.33,99.7,41.26,Seller
18-Mar,"Washington, DC metro area",391000,5940,9556,11728,21,99.3,4,0.57,4.44,101.4,50.65,Seller
18-Apr,"Washington, DC metro area",405000,6699,10330,13241,13,99.5,4,0.48,4.47,98.8,50.59,Seller
18-May,"Washington, DC metro area",410000,7817,10287,14313,14,99.6,3.8,0.47,4.59,98,54.61,Seller
18-Jun,"Washington, DC metro area",418000,8283,8807,14450,15,99.7,4,0.38,4.57,98.2,57.32,Seller
18-Jul,"Washington, DC metro area",400000,7485,7630,13966,19,99.3,3.8,0.28,4.53,97.9,53.59,Seller
18-Aug,"Washington, DC metro area",399000,7069,7253,14092,24,99.2,3.8,0.25,4.55,96.2,50.16,Seller
18-Sep,"Washington, DC metro area",382000,5254,6964,15601,28,99.1,3.7,0.24,4.63,100.1,33.68,Seller
18-Oct,"Washington, DC metro area",390000,5875,6515,15466,43,99.1,3.8,0.29,4.83,98.6,37.99,Seller
18-Nov,"Washington, DC metro area",390000,5503,4626,13395,48,98.9,3.8,0.26,4.87,97.5,41.08,Seller
18-Dec,"Washington, DC metro area",399000,5180,3026,11033,50,98.9,3.9,0.16,4.64,98.3,46.95,Seller
19-Jan,"Washington, DC metro area",385000,4079,4932,10752,60,98.8,4,0.17,4.46,91.2,37.94,Seller
19-Feb,"Washington, DC metro area",387000,4153,6005,11245,48,99.1,3.8,0.17,4.37,93.8,36.93,Seller
19-Mar,"Washington, DC metro area",405000,5791,8818,12537,33,99.5,3.8,0.16,4.27,98.4,46.19,Seller
19-Apr,"Washington, DC metro area",420000,6759,9711,13828,24,99.8,3.7,0.19,4.14,97.2,48.88,Seller
19-May,"Washington, DC metro area",423000,8003,9851,14993,23,99.8,3.6,0.19,4.07,100,53.38,Seller
19-Jun,"Washington, DC metro area",427000,7681,7974,15073,26,99.7,3.6,0.26,3.8,98.2,50.96,Seller
19-Jul,"Washington, DC metro area",420000,7476,7228,14235,28,99.6,3.7,0.22,3.77,98.4,52.52,Seller
19-Aug,"Washington, DC metro area",415000,6908,6820,13856,33,99.5,3.6,0.06,3.62,89.8,49.86,Seller
19-Sep,"Washington, DC metro area",400000,5849,7049,14238,35,99.3,3.5,0.05,3.61,93.2,41.08,Seller
19-Oct,"Washington, DC metro area",410000,6096,6394,13687,34,99.4,3.6,0.16,3.69,95.5,44.54,Seller
19-Nov,"Washington, DC metro area",415000,5133,4446,12000,37,99.4,3.6,0.2,3.7,96.8,42.78,Seller
19-Dec,"Washington, DC metro area",419000,5608,3017,9590,42,99.2,3.6,0.25,3.72,99.3,58.48,Seller
20-Jan,"Washington, DC metro area",399000,4098,5346,9657,52,98.9,3.6,0.24,3.62,99.8,42.44,Seller
20-Feb,"Washington, DC metro area",418000,4527,6570,10105,38,99.5,3.5,0.17,3.47,101,44.8,Seller
20-Mar,"Washington, DC metro area",438000,6137,8495,11376,27,100.1,4.4,0.42,3.45,89.1,53.95,Seller
20-Apr,"Washington, DC metro area",446000,5664,6205,11674,23,100.1,14.8,0.43,3.31,71.8,48.52,Seller
20-May,"Washington, DC metro area",440000,5510,6778,11519,30,99.7,13.2,0.5,3.23,72.3,47.83,Seller
20-Jun,"Washington, DC metro area",440000,7207,7661,10848,32,99.9,11,0.54,3.16,78.1,66.44,Seller
20-Jul,"Washington, DC metro area",470000,8099,8736,10966,29,100.2,10.2,0.48,3.02,72.5,73.86,Seller
20-Aug,"Washington, DC metro area",464000,7789,8040,10501,26,100.5,8.4,0.51,2.94,74.1,74.17,Seller
20-Sep,"Washington, DC metro area",455000,7666,8475,10857,26,100.4,7.8,0.54,2.89,80.4,70.61,Seller
20-Oct,"Washington, DC metro area",460000,7775,8746,11222,25,100.5,6.8,0.64,2.83,81.8,69.28,Seller
20-Nov,"Washington, DC metro area",450000,6754,5735,9998,26,100.4,6.7,0.7,2.77,76.9,67.55,Seller
20-Dec,"Washington, DC metro area",450000,7170,4426,7898,30,100.2,6.7,0.8,2.68,80.7,90.78,Seller
21-Jan,"Washington, DC metro area",441000,4821,5667,7655,34,100.3,6.4,0.95,2.74,79,62.98,Seller
21-Feb,"Washington, DC metro area",450000,5245,6058,7446,28,100.8,6.2,1.14,2.81,76.8,70.44,Seller
21-Mar,"Washington, DC metro area",479000,6965,9093,7776,19,101.7,6.1,1.46,3.08,84.9,89.57,Seller
21-Apr,"Washington, DC metro area",505000,8225,10514,9264,13,102.3,6.1,1.47,3.06,88.3,88.78,Seller
21-May,"Washington, DC metro area",514000,8499,9968,9668,10,102.8,5.8,1.47,2.96,82.9,87.91,Seller
21-Jun,"Washington, DC metro area",520000,9573,10289,10694,12,102.5,5.9,1.32,2.98,85.5,89.52,Seller
21-Jul,"Washington, DC metro area",507000,8521,9894,12216,17,101.7,5.4,1.1,2.87,81.2,69.75,Seller
21-Aug,"Washington, DC metro area",490000,8102,8005,11838,24,100.9,5.1,1.07,2.84,70.3,68.44,Seller
21-Sep,"Washington, DC metro area",480000,7168,8571,12506,29,100.5,4.7,1.13,2.9,72.8,57.32,Seller
21-Oct,"Washington, DC metro area",495000,7097,7191,11615,30,100.3,4.5,1.19,3.07,71.7,61.1,Seller
21-Nov,"Washington, DC metro area",495000,7114,5147,9418,33,100.3,4.1,1.05,3.07,67.4,75.54,Seller
21-Dec,"Washington, DC metro area",488000,6827,3757,6966,35,100.3,3.9,0.79,3.1,70.6,98,Seller
22-Jan,"Washington, DC metro area",473000,4381,4505,6222,38,100.2,4,0.78,3.45,67.2,70.41,Seller
22-Feb,"Washington, DC metro area",496000,4813,6108,6364,28,101.5,3.8,0.5,3.76,62.8,75.63,Seller
22-Mar,"Washington, DC metro area",525000,6648,8557,7369,15,102.6,3.6,0.22,4.17,59.4,90.22,Seller
22-Apr,"Washington, DC metro area",550000,6938,9182,8793,11,103.1,3.7,0.21,4.98,65.2,78.9,Seller
22-May,"Washington, DC metro area",555000,7584,8698,9777,12,102.8,3.6,0.28,5.23,58.4,77.57,Seller
22-Jun,"Washington, DC metro area",550000,7297,8568,11177,18,101.6,3.6,0.15,5.52,50,65.29,Seller
22-Jul,"Washington, DC metro area",530000,6030,7066,11824,26,100.5,3.5,-0.14,5.41,51.5,51,Seller
22-Aug,"Washington, DC metro area",520000,5912,5673,11072,32,99.7,3.6,-0.35,5.22,58.2,53.4,Seller
22-Sep,"Washington, DC metro area",500000,5229,6458,11657,36,99.5,3.5,-0.34,6.11,58.6,44.86,Seller
22-Oct,"Washington, DC metro area",518000,4641,5002,11407,36,99.5,3.6,-0.39,6.9,59.9,40.69,Seller
22-Nov,"Washington, DC metro area",500000,4053,3606,10138,42,99.2,3.6,-0.61,6.81,56.7,39.98,Seller
22-Dec,"Washington, DC metro area",490000,3892,2325,8100,46,98.9,3.5,-0.67,6.36,59.8,48.05,Seller
23-Jan,"Washington, DC metro area",475000,2887,3656,7633,59,98.7,3.4,-0.68,6.27,64.9,37.82,Seller
23-Feb,"Washington, DC metro area",508000,3560,4017,7165,46,99.6,3.6,-0.79,6.26,66.9,49.69,Seller
23-Mar,"Washington, DC metro area",523000,4658,6333,7979,32,100.2,3.5,-0.64,6.54,62,58.38,Seller
23-Apr,"Washington, DC metro area",545000,4687,5879,8233,27,100.9,3.4,-0.56,6.34,63.7,56.93,Seller
23-May,"Washington, DC metro area",560000,5757,6194,8096,23,101.3,3.7,-0.56,6.43,59,71.11,Seller
23-Jun,"Washington, DC metro area",557000,5942,6209,8416,24,101,3.6,-0.89,6.71,64.2,70.6,Seller
23-Jul,"Washington, DC metro area",545000,4867,5608,8605,26,100.8,3.5,-0.93,6.84,71.5,56.56,Seller
23-Aug,"Washington, DC metro area",550000,5128,5152,8403,28,100.4,3.8,-0.73,7.07,69.4,61.03,Seller
23-Sep,"Washington, DC metro area",520000,4188,5485,9282,30,100.2,3.8,-0.64,7.2,67.8,45.12,Seller
23-Oct,"Washington, DC metro area",527000,4160,4745,9260,32,100,3.8,-0.27,7.62,63.8,44.92,Seller
23-Nov,"Washington, DC metro area",525000,3768,3682,8547,35,99.5,3.7,-0.38,7.44,61.3,44.09,Seller
23-Dec,"Washington, DC metro area",521000,3561,2407,6986,40,99.5,3.7,-0.44,6.82,69.7,50.97,Seller
24-Jan,"Washington, DC metro area",512000,2922,3839,6819,48,99.4,3.7,-0.26,6.64,79,42.85,Seller
24-Feb,"Washington, DC metro area",535000,3588,4731,7233,35,100.1,3.9,-0.34,6.78,76.9,49.61,Seller
24-Mar,"Washington, DC metro area",555000,4183,5850,7834,28,100.9,3.8,-0.38,6.82,79.4,53.4,Seller
24-Apr,"Washington, DC metro area",578000,5095,6655,8412,24,101.3,3.9,-0.33,6.99,77.2,60.57,Seller
24-May,"Washington, DC metro area",590000,5532,7161,9181,22,101.6,4,-0.37,7.06,69.1,60.25,Seller
