"Region","Median.Sale.Price","Median.Sale.Price.MoM","Median.Sale.Price.YoY","Homes.Sold","Homes.Sold.MoM","Homes.Sold.YoY","New.Listings","New.Listings.MoM","New.Listings.YoY","Inventory","Inventory.MoM","Inventory.YoY","Days.on.Market","Days.on.Market.MoM","Days.on.Market.YoY","Average.Sale.To.List","Average.Sale.To.List.MoM","Average.Sale.To.List.YoY","DATE","CSUSHPISA","MEDSQUFEEUS","MEDSQUFEE14460","MEDSQUFEE16980","MEDSQUFEE6037","MEDSQUFEE42101","MEDSQUFEE42660","MEDSQUFEE47900","UNRATE.y","T10Y2Y.y","MORTGAGE30US.y","UMCSENT.y","Sold.Inventory.Ratio","Market.Type"
" National","$300K","-1.30%","3.90%",632773,"2.00%","3.60%","710,995","-4.20%","-0.60%",1689871,"-0.90%","2.40%",36,1,4,"98.60%","-0.10%","-0.20%","07/01/19","209.249","1989","2037","2000","1850","1280","2110","2307",3.7,0.224090909090909,3.765,98.4,37.445047580555,"Seller"
" National","$297K","-0.70%","4.20%",624565,"-1.30%","-0.60%","679,880","-4.40%","-4.00%",1669902,"-1.20%","-0.30%",39,2,3,"98.40%","-0.20%","-0.10%","08/01/19","210.023","1979","2020","1971","1837","1282","2084","2290",3.6,0.055,3.616,89.8,37.4012966030342,"Seller"
" National","$292K","-1.60%","4.60%",530981,"-15.00%","8.40%","627,186","-7.80%","3.30%",1660928,"-0.50%","-2.10%",42,3,2,"98.30%","-0.10%","0.00%","09/01/19","210.836","1966","1998","1939","1824","1285","2059","2268",3.5,0.0515,3.605,93.2,31.9689354385018,"Seller"
" National","$294K","0.50%","5.50%",542105,"2.10%","3.80%","611,315","-2.50%","0.40%",1607768,"-3.20%","-3.60%",44,2,1,"98.20%","-0.10%","0.10%","10/01/19","211.729","1956","1983","1917","1810","1288","2045","2248",3.6,0.155454545454545,3.688,95.5,33.7178622786372,"Seller"
" National","$295K","0.40%","5.50%",479441,"-11.60%","0.90%","442,297","-27.60%","-5.00%",1471256,"-8.50%","-6.30%",45,1,-1,"98.10%","-0.10%","0.20%","11/01/19","212.771","1941","1981","1900","1808","1280","2020","2220",3.6,0.199473684210526,3.695,96.8,32.5871908083977,"Seller"
" National","$297K","0.60%","6.50%",510344,"6.40%","15.80%","324,447","-26.60%","1.90%",1272093,"-13.50%","-9.30%",50,5,-1,"98.00%","-0.10%","0.20%","12/01/19","213.938","1920","1932","1869","1804","1260","2044","2200",3.6,0.24952380952381,3.72,99.3,40.1184504592038,"Seller"
" National","$291K","-2.00%","6.50%",377626,"-26.00%","13.50%","533,526","64.40%","0.10%",1266161,"-0.50%","-10.80%",56,6,-1,"97.70%","-0.20%","0.30%","01/01/20","215.031","1911","1909","1861","1805","1260","2052","2180",3.6,0.238571428571429,3.624,99.8,29.8244851958005,"Seller"
" National","$294K","1.10%","6.40%",404648,"7.20%","9.00%","586,684","10.00%","7.40%",1283110,"1.30%","-10.80%",56,-1,-4,"98.10%","0.40%","0.30%","02/01/20","215.897","1920","1959","1915","1839","1260","2065","2210",3.5,0.173157894736842,3.465,101,31.5365011573443,"Seller"
" National","$304K","3.30%","6.80%",505968,"25.00%","4.10%","669,478","14.10%","-6.30%",1339655,"4.40%","-10.50%",44,-11,-6,"98.60%","0.50%","0.50%","03/01/20","216.457","1940","2000","1955","1853","1260","2089","2248",4.4,0.421818181818182,3.45,89.1,37.7685299573398,"Seller"
" National","$304K","0.10%","4.80%",436476,"-13.70%","-20.10%","475,435","-29.00%","-39.50%",1321753,"-1.30%","-15.70%",36,-9,-6,"98.80%","0.20%","0.40%","04/01/20","216.858","1936","1996","1929","1774","1260","2078","2214",14.8,0.432857142857143,3.306,71.8,33.0225087440694,"Seller"
" National","$300K","-1.50%","0.30%",421898,"-3.30%","-34.30%","640,494","34.70%","-23.70%",1319155,"-0.20%","-20.70%",39,3,2,"98.50%","-0.30%","-0.10%","05/01/20","216.999","1954","2000","1950","1789","1275","2054","2221",13.2,0.5035,3.2325,72.3,31.9824433065106,"Seller"
" National","$311K","3.90%","2.60%",588054,"39.40%","-5.20%","719,564","12.30%","-3.10%",1258824,"-4.60%","-26.10%",39,0,3,"98.70%","0.20%","0.00%","06/01/20","217.577","1968","1967","1938","1825","1270","2036","2207",11,0.543636363636364,3.1625,78.1,46.7145526300738,"Seller"
" National","$324K","4.00%","8.00%",703669,"19.70%","11.20%","760,346","5.70%","6.90%",1222409,"-2.90%","-27.70%",35,-4,-1,"99.10%","0.30%","0.50%","07/01/20","219.287","1962","1890","1906","1836","1278","2010","2130",10.2,0.475454545454545,3.016,72.5,57.5641213374574,"Seller"
" National","$329K","1.60%","10.60%",666988,"-5.20%","6.80%","719,331","-5.40%","5.80%",1175952,"-3.80%","-29.60%",32,-4,-7,"99.30%","0.20%","0.90%","08/01/20","222.26","1942","1844","1872","1830","1272","1920","2038",8.4,0.51047619047619,2.935,74.1,56.7189817271453,"Seller"
" National","$333K","1.20%","13.80%",663977,"-0.50%","25.00%","704,423","-2.10%","12.30%",1151477,"-2.10%","-30.70%",30,-2,-12,"99.40%","0.20%","1.20%","09/01/20","225.723","1908","1733","1807","1810","1264","1840","1932",7.8,0.544761904761905,2.89,80.4,57.6630709949048,"Seller"
" National","$336K","0.80%","14.20%",675753,"1.80%","24.70%","688,439","-2.30%","12.60%",1116039,"-3.10%","-30.60%",29,-1,-15,"99.50%","0.10%","1.40%","10/01/20","229.649","1883","1692","1791","1806","1274","1773","1848",6.8,0.637619047619048,2.834,81.8,60.5492281183722,"Seller"
" National","$334K","-0.40%","13.40%",585350,"-13.40%","22.10%","486,546","-29.30%","10.00%",993410,"-11.00%","-32.50%",28,-1,-17,"99.60%","0.00%","1.50%","11/01/20","233.218","1853","1667","1731","1781","1265","1708","1788",6.7,0.70421052631579,2.765,76.9,58.9233045771635,"Seller"
" National","$334K","-0.20%","12.50%",631165,"7.80%","23.70%","395,686","-18.70%","22.00%",830676,"-16.40%","-34.70%",31,4,-19,"99.40%","-0.20%","1.40%","12/01/20","236.542","1827","1652","1700","1778","1250","1686","1744",6.7,0.797727272727273,2.684,80.7,75.9820916939938,"Seller"
" National","$331K","-0.90%","13.70%",433162,"-31.40%","14.70%","497,981","25.90%","-6.70%",775866,"-6.60%","-38.70%",35,3,-22,"99.30%","0.00%","1.60%","01/01/21","239.68","1804","1639","1680","1780","1236","1660","1673",6.4,0.95,2.735,79,55.8294860194931,"Seller"
" National","$338K","2.10%","14.90%",438071,"1.10%","8.30%","508,195","2.10%","-13.40%",730384,"-5.90%","-43.10%",33,-1,-22,"99.80%","0.40%","1.70%","02/01/21","242.428","1796","1652","1679","1759","1220","1678","1606",6.2,1.14263157894737,2.81,76.8,59.9781758636553,"Seller"
" National","$355K","5.00%","16.80%",588250,"34.30%","16.30%","703,783","38.50%","5.10%",725933,"-0.60%","-45.80%",26,-7,-18,"100.60%","0.80%","2.00%","03/01/21","245.541","1800","1664","1676","1756","1224","1748","1673",6.1,1.46391304347826,3.0825,84.9,81.0336491108684,"Seller"
" National","$371K","4.50%","21.90%",621921,"5.70%","42.50%","763,510","8.50%","60.60%",782805,"7.80%","-40.80%",19,-7,-16,"101.60%","1.00%","2.80%","04/01/21","249.125","1809","1668","1692","1762","1228","1773","1741",6.1,1.47181818181818,3.06,88.3,79.4477551880737,"Seller"
" National","$377K","1.70%","25.90%",629224,"1.20%","49.10%","744,671","-2.50%","16.30%",804241,"2.70%","-39.00%",16,-3,-23,"102.20%","0.60%","3.70%","05/01/21","253.419","1823","1693","1700","1775","1238","1800","1808",5.8,1.466,2.9625,82.9,78.2382395326774,"Seller"
" National","$388K","2.90%","24.70%",726497,"15.50%","23.50%","812,838","9.20%","13.00%",877443,"9.10%","-30.30%",15,-1,-24,"102.50%","0.30%","3.80%","06/01/21","258.246","1826","1711","1726","1754","1264","1820","1820",5.9,1.31636363636364,2.975,85.5,82.7970591821919,"Seller"
" National","$386K","-0.50%","19.30%",677377,"-6.80%","-3.70%","798,469","-1.80%","5.00%",974750,"11.10%","-20.30%",15,0,-20,"102.30%","-0.30%","3.20%","07/01/21","262.616","1826","1711","1728","1730","1254","1824","1816",5.4,1.09904761904762,2.868,81.2,69.4923826622211,"Seller"
" National","$381K","-1.20%","16.00%",670712,"-1.00%","0.60%","723,631","-9.40%","0.60%",968838,"-0.60%","-17.60%",17,2,-15,"101.60%","-0.60%","2.40%","08/01/21","266.582","1821","1710","1702","1703","1254","1825","1817",5.1,1.06590909090909,2.8425,70.3,69.2284984693003,"Seller"
" National","$378K","-0.90%","13.60%",637483,"-5.00%","-4.00%","682,437","-5.70%","-3.10%",975146,"0.70%","-15.30%",19,2,-11,"101.00%","-0.60%","1.60%","09/01/21","270.166","1813","1685","1690","1694","1257","1856","1786",4.7,1.13380952380952,2.9,72.8,65.3730825948115,"Seller"
" National","$381K","0.80%","13.50%",612065,"-4.00%","-9.40%","626,080","-8.30%","-9.10%",925392,"-5.10%","-17.10%",21,2,-8,"100.80%","-0.30%","1.20%","10/01/21","273.546","1805","1656","1670","1696","1256","1846","1754",4.5,1.19,3.0675,71.7,66.1411596382938,"Seller"
" National","$384K","0.80%","14.80%",591317,"-3.40%","1.00%","492,441","-21.30%","1.20%",800370,"-13.50%","-19.40%",23,2,-5,"100.60%","-0.10%","1.10%","11/01/21","277.262","1799","1630","1642","1695","1253","1825","1690",4.1,1.0515,3.0675,67.4,73.8804552894286,"Seller"
" National","$384K","0.00%","15.00%",596390,"0.90%","-5.50%","369,532","-25.00%","-6.60%",650654,"-18.70%","-21.70%",25,2,-6,"100.50%","-0.10%","1.10%","12/01/21","281.486","1787","1649","1602","1696","1237","1794","1666",3.9,0.785,3.098,70.6,91.6600835467084,"Seller"
" National","$378K","-1.50%","14.30%",415407,"-30.30%","-4.10%","460,990","24.70%","-7.40%",626796,"-3.70%","-19.20%",27,2,-7,"100.40%","-0.10%","1.10%","01/01/22","286.172","1776","1650","1600","1671","1238","1793","1620",4,0.7835,3.445,67.2,66.2746730993816,"Seller"
" National","$391K","3.60%","15.90%",419465,"1.00%","-4.20%","515,377","11.80%","1.40%",645411,"3.00%","-11.60%",26,-1,-8,"101.30%","0.80%","1.50%","02/01/22","291.242","1781","1663","1600","1673","1238","1820","1678",3.8,0.498947368421053,3.7625,62.8,64.9919198774114,"Seller"
" National","$414K","5.90%","16.80%",552189,"31.60%","-6.10%","690,346","33.90%","-1.90%",705221,"9.30%","-2.90%",21,-5,-5,"102.40%","1.20%","1.80%","03/01/22","296.512","1795","1673","1624","1691","1241","1888","1750",3.6,0.218260869565217,4.172,59.4,78.3001357021416,"Seller"
" National","$426K","2.70%","14.80%",554187,"0.40%","-10.90%","721,057","4.40%","-5.60%",809535,"14.80%","3.40%",18,-3,-1,"103.10%","0.70%","1.60%","04/01/22","300.584","1812","1685","1656","1699","1247","1964","1846",3.7,0.2095,4.9825,65.2,68.457447794104,"Seller"
" National","$432K","1.60%","14.70%",593070,"7.00%","-5.70%","771,242","7.00%","3.60%",931360,"15.00%","15.80%",17,-1,1,"103.10%","0.00%","0.90%","05/01/22","303.704","1852","1788","1700","1695","1260","2068","1929",3.6,0.281428571428571,5.23,58.4,63.677847448892,"Seller"
" National","$429K","-0.90%","10.50%",617628,"4.10%","-15.00%","820,184","6.30%","0.90%",1123842,"20.70%","28.10%",18,1,3,"102.30%","-0.80%","-0.30%","06/01/22","304.468","1876","1813","1725","1706","1269","2050","1964",3.6,0.145238095238095,5.522,50,54.9568355694128,"Seller"
" National","$415K","-3.20%","7.50%",528247,"-14.50%","-22.00%","702,316","-14.40%","-12.00%",1237940,"10.20%","27.00%",21,3,6,"101.00%","-1.20%","-1.20%","07/01/22","303.505","1880","1825","1733","1674","1268","2040","1988",3.5,-0.14,5.4125,51.5,42.6714541900254,"Seller"
" National","$409K","-1.40%","7.20%",556590,"5.40%","-17.00%","619,948","-11.70%","-14.30%",1222668,"-1.20%","26.20%",27,5,10,"99.90%","-1.10%","-1.70%","08/01/22","301.029","1877","1832","1725","1669","1260","2026","1968",3.6,-0.352173913,5.2225,58.2,45.5225784922808,"Seller"
" National","$405K","-1.00%","7.10%",501383,"-9.90%","-21.30%","567,927","-8.40%","-16.80%",1243095,"1.70%","27.50%",32,6,13,"99.30%","-0.60%","-1.80%","09/01/22","299.006","1873","1815","1709","1668","1262","2010","1935",3.5,-0.337619048,6.112,58.6,40.3334419332392,"Seller"
" National","$400K","-1.20%","5.00%",439574,"-12.30%","-28.20%","492,760","-13.20%","-21.30%",1221353,"-1.70%","32.00%",35,3,14,"98.90%","-0.40%","-1.90%","10/01/22","298.612","1874","1813","1710","1662","1269","1970","1956",3.6,-0.3915,6.9,59.9,35.990741415463,"Seller"
" National","$394K","-1.40%","2.70%",386013,"-12.20%","-34.70%","381,537","-22.60%","-22.50%",1138390,"-6.80%","42.20%",38,3,15,"98.50%","-0.40%","-2.20%","11/01/22","298.332","1866","1804","1703","1670","1263","1953","1943",3.6,-0.6125,6.805,56.7,33.9086780453096,"Seller"
" National","$389K","-1.50%","1.20%",386190,"0.00%","-35.20%","275,990","-27.70%","-25.30%",989412,"-13.10%","52.10%",45,7,20,"98.10%","-0.40%","-2.40%","12/01/22","297.628","1852","1836","1700","1689","1260","1960","1913",3.5,-0.672380952,6.364,59.8,39.0322737140847,"Seller"
" National","$383K","-1.50%","1.30%",279398,"-27.70%","-32.70%","394,371","42.90%","-14.50%",952192,"-3.80%","51.90%",52,7,24,"97.80%","-0.20%","-2.60%","01/01/23","297.43","1849","1840","1700","1681","1260","1950","1905",3.4,-0.676,6.2725,64.9,29.3426115741363,"Seller"
" National","$387K","1.10%","-1.10%",330996,"18.50%","-21.10%","411,867","4.40%","-20.10%",916141,"-3.80%","41.90%",52,1,27,"98.20%","0.40%","-3.00%","02/01/23","297.739","1850","1861","1703","1715","1262","1980","1921",3.6,-0.786842105,6.2575,66.9,36.1293730986824,"Seller"
" National","$401K","3.60%","-3.30%",450594,"36.10%","-18.40%","549,586","33.40%","-20.40%",928625,"1.40%","31.70%",44,-9,23,"98.90%","0.60%","-3.60%","03/01/23","298.796","1865","1860","1744","1739","1264","2050","1960",3.5,-0.639565217,6.544,62,48.5227083052901,"Seller"
" National","$408K","1.80%","-4.10%",416252,"-7.60%","-24.90%","529,630","-3.60%","-26.50%",934910,"0.70%","15.50%",36,-7,19,"99.50%","0.60%","-3.60%","04/01/23","300.262","1885","1849","1782","1771","1280","2030","2028",3.4,-0.556,6.3425,63.7,44.5232161384518,"Seller"
" National","$418K","2.50%","-3.30%",498140,"19.70%","-16.00%","600,895","13.50%","-22.10%",964900,"3.20%","3.60%",31,-5,14,"100.00%","0.50%","-3.10%","05/01/23","302.489","1902","1919","1800","1780","1289","2037","2069",3.7,-0.558181818,6.425,59,51.6260752409576,"Seller"
" National","$425K","1.70%","-0.80%",525342,"5.50%","-14.90%","608,243","1.20%","-25.80%",1004235,"4.10%","-10.60%",29,-2,11,"100.30%","0.30%","-2.00%","06/01/23","304.343","1916","1911","1801","1800","1287","2037","2080",3.6,-0.891428571,6.714,64.2,52.312655902254,"Seller"
" National","$422K","-0.80%","1.60%",450543,"-14.20%","-14.70%","545,644","-10.30%","-22.30%",1023567,"1.90%","-17.30%",29,0,8,"100.10%","-0.20%","-0.90%","07/01/23","306.451","1914","1896","1815","1806","1280","2040","2071",3.5,-0.929,6.84,71.5,44.016952480883,"Seller"
" National","$420K","-0.40%","2.70%",486141,"7.90%","-12.70%","562,780","3.10%","-9.20%",1048872,"2.50%","-14.20%",31,1,4,"99.90%","-0.30%","0.00%","08/01/23","308.83","1906","1900","1801","1803","1261","2003","2040",3.8,-0.733913043,7.072,69.4,46.3489348557307,"Seller"
" National","$412K","-1.90%","1.80%",423833,"-12.80%","-15.50%","525,070","-6.70%","-7.50%",1097239,"4.60%","-11.70%",33,2,1,"99.50%","-0.30%","0.30%","09/01/23","310.894","1892","1908","1800","1788","1260","1989","2022",3.8,-0.643,7.2,67.8,38.6272270672114,"Seller"
" National","$414K","0.40%","3.40%",404554,"-4.50%","-8.00%","499,217","-4.90%","1.30%",1114231,"1.50%","-8.80%",34,1,-1,"99.30%","-0.20%","0.40%","10/01/23","312.756","1875","1879","1794","1774","1262","1960","2000",3.8,-0.26952381,7.62,63.8,36.3079110166563,"Seller"
" National","$408K","-1.30%","3.60%",365693,"-9.60%","-5.30%","406,577","-18.60%","6.60%",1079599,"-3.10%","-5.20%",37,3,-1,"99.00%","-0.40%","0.50%","11/01/23","313.632","1858","1868","1778","1772","1261","1913","1990",3.7,-0.37952381,7.442,61.3,33.8730398972211,"Seller"
" National","$402K","-1.50%","3.60%",358490,"-2.00%","-7.20%","283,649","-30.20%","2.80%",951963,"-11.80%","-3.80%",43,6,-2,"98.60%","-0.40%","0.50%","12/01/23","314.443","1838","1835","1758","1764","1260","1888","1955",3.7,-0.437,6.815,69.7,37.6579762028566,"Seller"
" National","$402K","-0.10%","5.00%",289164,"-19.30%","3.50%","430,259","51.70%","9.10%",957707,"0.60%","0.60%",49,6,-3,"98.40%","-0.20%","0.50%","01/01/24","315.728","1823","1814","1759","1761","1255","1845","1921",3.7,-0.264761905,6.6425,79,30.1933681178064,"Seller"
" National","$412K","2.40%","6.40%",341434,"18.10%","3.20%","496,563","15.40%","20.60%",1001925,"4.60%","9.40%",48,-1,-5,"98.70%","0.30%","0.50%","02/01/24","317.257","1818","1838","1764","1771","1245","1841","1907",3.9,-0.3365,6.776,76.9,34.0778002345485,"Seller"
" National","$420K","2.10%","4.90%",410497,"20.20%","-8.90%","556,551","12.10%","1.30%",1037553,"3.60%","11.70%",40,-8,-4,"99.20%","0.50%","0.40%","03/01/24","318.217","1825","1830","1800",".","1257","1860","1906",3.8,-0.3795,6.82,79.4,39.5639548052003,"Seller"
" National","$433K","2.90%","6.00%",450886,"9.80%","8.30%","623,118","12.00%","17.70%",1091197,"5.20%","16.70%",35,-5,-2,"99.70%","0.40%","0.20%","04/01/24","319.048","1840","1808","1800",".","1260","1860","1944",3.9,-0.334090909,6.9925,77.2,41.3203115477774,"Seller"
" National","$440K","1.60%","5.10%",492104,"9.10%","-1.20%","652,815","4.80%","8.60%",1133027,"3.80%","17.40%",32,-3,0,"99.90%","0.20%","-0.10%","05/01/24",".","1859","1884","1853",".","1260","1896","1966",4,-0.374090909,7.06,69.1,43.4326807745976,"Seller"
"Boston, MA metro area","$303K","-3.90%","-2.30%",2116,"-31.90%","1.30%","3,743","89.10%","15.10%",17973,"2.00%","-1.70%",133,6,1,"95.70%","-0.20%","0.00%","01/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.726,3.915,75,11.7732153786235,"Buyer"
"Boston, MA metro area","$290K","-4.20%","0.20%",2168,"2.50%","31.40%","4,834","29.10%","33.00%",19644,"9.30%","2.90%",143,10,-4,"95.70%","-0.10%","0.00%","02/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.6895,3.89,75.3,11.0364487884341,"Buyer"
"Boston, MA metro area","$305K","5.20%","1.70%",2893,"33.40%","15.90%","7,189","48.70%","-0.10%",22707,"15.60%","1.10%",145,2,-3,"96.20%","0.50%","0.40%","03/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.82818181818182,3.954,76.2,12.7405645836086,"Buyer"
"Boston, MA metro area","$324K","6.10%","2.30%",3270,"13.00%","18.30%","6,762","-5.90%","-7.50%",24983,"10.00%","-2.70%",108,-37,-17,"96.60%","0.40%","0.40%","04/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.76095238095238,3.91,76.4,13.0889004523076,"Buyer"
"Boston, MA metro area","$340K","5.10%","3.00%",4275,"30.70%","28.80%","6,352","-6.10%","-6.10%",25760,"3.10%","-6.60%",93,-15,-4,"97.20%","0.60%","0.80%","05/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.51818181818182,3.798,79.3,16.5954968944099,"Equilibrium"
"Boston, MA metro area","$375K","10.30%","3.90%",5283,"23.60%","16.80%","5,460","-14.00%","-9.50%",24469,"-5.00%","-10.20%",92,-1,-1,"97.30%","0.10%","0.70%","06/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.33047619047619,3.675,73.2,21.5905840042503,"Seller"
"Boston, MA metro area","$360K","-4.00%","1.40%",4754,"-10.00%","26.90%","4,341","-20.50%","-3.70%",22695,"-7.20%","-13.00%",95,3,-3,"97.20%","-0.10%","0.70%","07/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.27857142857143,3.55,72.3,20.9473452302269,"Seller"
"Boston, MA metro area","$355K","-1.40%","1.50%",5134,"8.00%","25.90%","4,207","-3.10%","-3.40%",20418,"-10.00%","-16.30%",102,7,-4,"97.20%","0.00%","0.90%","08/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.1,1.4095652173913,3.602,74.3,25.1444803604663,"Seller"
"Boston, MA metro area","$335K","-5.60%","2.00%",3428,"-33.20%","6.60%","5,177","23.10%","-1.80%",20735,"1.60%","-14.80%",105,3,-14,"97.20%","-0.10%","0.90%","09/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.4678947368421,3.4975,78.3,16.5324330841572,"Equilibrium"
"Boston, MA metro area","$325K","-3.00%","8.30%",3471,"1.30%","26.00%","4,169","-19.50%","1.20%",19802,"-4.50%","-15.50%",105,0,-20,"97.20%","0.00%","1.40%","10/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.46904761904762,3.3825,82.6,17.5285324714675,"Equilibrium"
"Boston, MA metro area","$337K","3.80%","4.70%",3820,"10.10%","32.50%","2,812","-32.50%","-3.20%",17120,"-13.50%","-17.90%",99,-6,-22,"97.20%","0.10%","1.20%","11/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.386,3.352,82.7,22.3130841121495,"Seller"
"Boston, MA metro area","$343K","1.60%","8.70%",3596,"-5.90%","15.70%","1,690","-39.90%","-14.60%",13893,"-18.80%","-21.10%",102,3,-25,"97.20%","0.00%","1.30%","12/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.9,1.462,3.345,72.9,25.8835384726121,"Seller"
"Boston, MA metro area","$325K","-5.10%","7.30%",2557,"-28.90%","20.80%","3,683","117.90%","-1.60%",14117,"1.60%","-21.50%",114,12,-19,"97.00%","-0.30%","1.20%","01/01/13",NA,NA,NA,NA,NA,NA,NA,NA,8,1.64952380952381,3.414,73.8,18.1129135085358,"Equilibrium"
"Boston, MA metro area","$317K","-2.50%","9.30%",2097,"-18.00%","-3.30%","4,015","9.00%","-16.90%",15368,"8.90%","-21.80%",126,12,-17,"96.90%","0.00%","1.20%","02/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.71684210526316,3.5325,77.6,13.6452368558043,"Buyer"
"Boston, MA metro area","$325K","2.50%","6.60%",2844,"35.60%","-1.70%","5,613","39.80%","-21.90%",17383,"13.10%","-23.40%",112,-14,-33,"97.30%","0.40%","1.20%","03/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.7015,3.565,78.6,16.3608122878675,"Equilibrium"
"Boston, MA metro area","$350K","7.70%","8.20%",3439,"20.90%","5.20%","7,846","39.80%","16.00%",20920,"20.30%","-16.30%",85,-27,-23,"98.20%","0.90%","1.60%","04/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.6,1.52681818181818,3.445,76.4,16.4388145315488,"Equilibrium"
"Boston, MA metro area","$365K","4.30%","7.40%",4629,"34.60%","8.30%","7,765","-1.00%","22.20%",23046,"10.20%","-10.50%",78,-7,-15,"98.60%","0.40%","1.40%","05/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.67772727272727,3.536,84.5,20.0859151262692,"Seller"
"Boston, MA metro area","$390K","6.80%","4.00%",5619,"21.40%","6.40%","6,139","-20.90%","12.40%",22627,"-1.80%","-7.50%",78,0,-14,"99.00%","0.40%","1.70%","06/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.9665,4.07,84.1,24.8331639192116,"Seller"
"Boston, MA metro area","$386K","-1.00%","7.20%",5872,"4.50%","23.50%","5,079","-17.30%","17.00%",20812,"-8.00%","-8.30%",80,2,-15,"99.00%","0.00%","1.80%","07/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.3,2.24136363636364,4.37,85.1,28.2144916394388,"Seller"
"Boston, MA metro area","$385K","-0.30%","8.50%",5683,"-3.20%","10.70%","4,783","-5.80%","13.70%",18937,"-9.00%","-7.30%",82,2,-20,"98.80%","-0.20%","1.60%","08/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.38090909090909,4.456,82.1,30.0100332682051,"Seller"
"Boston, MA metro area","$370K","-3.90%","10.40%",4161,"-26.80%","21.40%","5,860","22.50%","13.20%",19429,"2.60%","-6.30%",85,3,-20,"98.50%","-0.30%","1.40%","09/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.4055,4.49,77.5,21.4164393432498,"Seller"
"Boston, MA metro area","$360K","-2.70%","10.80%",3951,"-5.00%","13.80%","4,887","-16.60%","17.20%",18808,"-3.20%","-5.00%",80,-5,-25,"98.30%","-0.20%","1.20%","10/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.28045454545455,4.192,73.2,21.0070182900893,"Seller"
"Boston, MA metro area","$362K","0.60%","7.30%",3627,"-8.20%","-5.10%","2,964","-39.30%","5.40%",16575,"-11.90%","-3.20%",81,1,-18,"98.10%","-0.20%","0.90%","11/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.9,2.41473684210526,4.255,75.1,21.8823529411765,"Seller"
